id,beauty_salon_id,category_id
467826,532218,23
467828,532218,40
468128,532339,1
468130,532339,5
468129,532339,23
468132,532339,40
468131,532339,92
468174,532347,1
468176,532347,5
468175,532347,23
468177,532347,40
469305,532507,1
469306,532507,4
469304,532507,5
469308,532507,6
469309,532507,20
469307,532507,23
475541,538855,1
475540,538855,5
475542,538855,23
475543,538855,40
476767,545009,1
476768,545009,4
476766,545009,5
476769,545009,23
478192,545539,1
478193,545539,5
478194,545539,6
478191,545539,23
478195,545539,40
479614,547409,1
479613,547409,4
479616,547409,5
479615,547409,23
480134,547473,1
480133,547473,23
480342,547502,1
480344,547502,4
480343,547502,22
480345,547502,23
480348,547502,40
480346,547502,69
480347,547502,71
480349,547502,376
481047,549406,1
481049,549406,5
481048,549406,22
481046,549406,23
482707,550739,1
482710,550739,5
482711,550739,20
482706,550739,22
482709,550739,23
482708,550739,36
482713,550739,40
482712,550739,958
486024,554120,1
486023,554120,5
486025,554120,23
493871,555663,1
493870,555663,23
493872,555663,40
493910,555670,1
493909,555670,23
494589,555805,1
494588,555805,5
494590,555805,23
495777,556005,1
495776,556005,23
496003,556055,1
496004,556055,4
496002,556055,5
496005,556055,23
496007,556055,40
496006,556055,71
496009,556056,1
496011,556056,5
496010,556056,22
496008,556056,23
496013,556056,40
496012,556056,958
501496,557065,1
501497,557065,6
501495,557065,9
501494,557065,23
501557,557075,1
501560,557075,4
501562,557075,5
501563,557075,6
501564,557075,8
501558,557075,11
501567,557075,13
501561,557075,23
501566,557075,40
501565,557075,71
501559,557075,2740
501709,557093,1
501711,557093,5
501712,557093,13
501710,557093,23
504118,557643,1
504119,557643,5
504117,557643,23
504120,557643,69
506405,558025,1
506406,558025,23
507497,558249,1
507498,558249,5
507496,558249,23
428090,561773,1
428092,561773,4
428089,561773,5
428093,561773,23
428098,561773,40
428094,561773,71
428095,561773,956
428096,561773,957
428097,561773,958
428099,561773,1932
428091,561773,2500
428961,562103,1
428963,562103,5
428962,562103,23
433937,563816,1
433938,563816,3
433936,563816,4
433940,563816,5
433941,563816,6
433943,563816,20
433939,563816,23
433944,563816,40
433942,563816,71
433945,563816,75
437363,564675,1
437364,564675,4
437362,564675,5
437365,564675,23
437366,564675,40
442369,566249,1
442370,566249,4
442372,566249,5
442373,566249,6
442371,566249,23
444124,566729,1
444125,566729,5
444126,566729,7
444127,566729,20
444123,566729,23
444128,566729,40
448720,567583,1
448721,567583,4
448719,567583,5
448722,567583,23
448724,567583,40
448725,567583,376
448723,567583,957
449571,567680,1
449570,567680,5
449572,567680,23
458398,568858,1
458397,568858,5
458399,568858,23
459195,568951,1
459194,568951,23
459196,568951,40
460194,569024,1
460193,569024,3
460195,569024,4
460197,569024,5
460198,569024,6
460200,569024,7
460201,569024,20
460196,569024,23
460202,569024,40
460199,569024,153
464384,570047,1
464385,570047,4
464383,570047,5
464386,570047,23
464388,570047,376
464387,570047,957
466508,570282,1
466509,570282,4
466511,570282,5
466512,570282,6
466513,570282,7
466510,570282,23
466507,570282,40
466789,570304,1
466791,570304,5
466790,570304,23
466788,570304,40
467045,570333,1
467046,570333,4
467048,570333,5
467047,570333,23
467044,570333,40
467050,570333,75
467049,570333,956
467053,570334,1
467054,570334,4
467052,570334,5
467056,570334,6
467055,570334,23
467057,570334,956
467058,570334,957
467059,570334,960
472863,571106,1
472864,571106,23
478216,572058,1
478218,572058,4
478220,572058,5
478221,572058,6
478223,572058,7
478217,572058,9
478219,572058,23
478224,572058,40
478222,572058,71
481075,572582,1
481077,572582,4
481074,572582,5
481076,572582,22
481078,572582,23
481083,572582,40
481079,572582,956
481080,572582,957
481082,572582,958
481081,572582,3751
482345,572758,1
482346,572758,5
482344,572758,23
483373,572942,1
483374,572942,5
483372,572942,23
485326,573259,1
485325,573259,23
486424,573408,1
486425,573408,4
486427,573408,5
486428,573408,6
486426,573408,23
486423,573408,40
486464,573414,1
486467,573414,5
486466,573414,23
486463,573414,40
486465,573414,276
490155,574094,1
490156,574094,5
490154,574094,23
490157,574094,40
491482,574292,1
491483,574292,4
491481,574292,5
491484,574292,23
491491,574292,40
491485,574292,956
491486,574292,957
491488,574292,958
491489,574292,1643
491487,574292,3751
491490,574292,18668
492121,574429,1
492120,574429,5
492123,574429,6
492122,574429,23
492124,574429,40
494981,575711,1
494982,575711,5
494983,575711,6
494980,575711,23
496551,576110,1
496552,576110,4
496550,576110,5
496553,576110,23
496554,576110,40
496913,576207,1
496914,576207,4
496916,576207,5
496915,576207,23
496912,576207,40
501674,577053,1
501675,577053,5
501673,577053,23
507681,578594,1
507680,578594,5
507682,578594,23
509311,579126,1
509310,579126,23
509687,579213,1
509688,579213,4
509686,579213,5
509689,579213,23
509692,579213,40
509693,579213,376
509690,579213,956
509691,579213,960
512004,581526,1
512003,581526,4
512006,581526,5
512005,581526,23
512009,581526,40
512007,581526,69
512008,581526,956
512125,581590,1
512124,581590,23
514688,582357,1
514689,582357,5
514687,582357,23
515643,582807,1
515644,582807,5
515645,582807,6
515642,582807,23
515964,582902,1
515965,582902,5
515963,582902,23
515993,582907,1
515994,582907,5
515992,582907,23
516231,582997,1
516233,582997,5
516232,582997,23
516230,582997,956
517792,583903,1
517793,583903,5
517791,583903,23
517799,583905,1
517800,583905,5
517798,583905,23
517801,583905,40
517875,583928,1
517877,583928,3
517878,583928,4
517881,583928,5
517880,583928,23
517874,583928,40
517879,583928,639
517882,583928,959
517876,583928,1920
518067,583967,1
518068,583967,5
518066,583967,23
518374,584037,1
518375,584037,5
518373,584037,23
518379,584040,1
518378,584040,5
518380,584040,23
520107,586349,1
520109,586349,4
520106,586349,5
520108,586349,22
520110,586349,23
520111,586349,40
512590,600443,1
512591,600443,4
512589,600443,5
512593,600443,6
512592,600443,23
512594,600443,40
512714,600468,1
512715,600468,5
512716,600468,7
512713,600468,23
515217,601063,1
515216,601063,5
515218,601063,23
515219,601063,40
515241,601069,1
515242,601069,5
515240,601069,23
515383,601099,1
515384,601099,4
515382,601099,5
515385,601099,23
515386,601099,71
515920,601176,1
515924,601176,5
515927,601176,20
515922,601176,22
515923,601176,23
515932,601176,40
515925,601176,69
515933,601176,376
515926,601176,448
515919,601176,956
515928,601176,957
515930,601176,958
515931,601176,1643
515921,601176,2500
515929,601176,3751
516791,601359,1
516792,601359,4
516790,601359,5
516793,601359,23
516795,601359,40
516794,601359,956
520249,602163,1
520250,602163,5
520251,602163,7
520248,602163,23
520253,602163,40
520252,602163,957
